lat,lng
54.5259614,-105.2551187
27.6648274,-81.5157535
37.2256055,-95.7162018
28.5383355,-81.3792365
27.4195199,-80.396095
33.7475203,-116.9719684
32.7157305,-117.1610966
56.130366,-106.346771
37.2256055,-95.7162018
37.2256055,-95.7162018
37.2256055,-95.7162018
40.0149856,-105.2705456
26.7617322,-81.4384092
43.0389025,-87.9064736
38.9071923,-77.0368707
